RUN_ID,d_wheel,A_front,HM_VA,AWD,iAG,m_curb,Wheelbase,Gear_Ratio,No_Gears,shiftDelay,n_ICE_idle,n_ICE_max,tq_ICE_idle,tq_ICE_max,Pwr_ICE_max_kW
884,0.6319,2.94791,1,0,4.7,1627,2.728,"[2.73, 1.5, 1.0, 0.71]",4,1.2,1000,6500,40,200,103
885,0.6683,2.94791,1,0,4.18,1586,2.728,"[3.54, 2.04, 1.43, 1.1, 0.88, 0.74]",6,1.2,1000,6500,40,200,103
886,0.6209,2.925,1,0,3.09,1385,2.67,"[3.73, 1.95, 1.34, 0.98, 0.8]",5,0.6,1000,6500,30.8,154,86
887,0.6215,2.61252,1,0,4.17,1365,2.75,"[3.46, 1.87, 1.28, 0.95, 0.8]",5,1,1000,6500,32,160,85
888,0.6644,2.61252,1,0,4.17,1393,2.75,"[3.46, 1.87, 1.28, 0.95, 0.8]",5,1.2,1000,6500,38,190,100
889,0.6644,2.61252,1,0,4.05,1449,2.75,"[3.46, 1.87, 1.28, 0.95, 0.8]",5,1.2,1000,6500,38.4,192,103
890,0.6644,2.68332,1,0,4.17,1446,2.75,"[3.46, 1.87, 1.28, 0.95, 0.8]",5,1.2,1000,6500,32,160,85
891,0.6644,2.68332,1,0,4.17,1442,2.75,"[3.46, 1.87, 1.28, 0.95, 0.8]",5,1.2,1000,6500,38,190,100
892,0.6644,2.68332,1,0,4.05,1595,2.75,"[3.46, 1.87, 1.28, 0.95, 0.8]",5,1.2,1000,6500,38.4,192,103
893,0.6644,2.68332,1,0,4.06,1597,2.75,"[3.08, 1.78, 1.19, 0.9, 0.73]",5,0.8,1000,6500,57,285,152
894,0.6644,2.61252,1,0,4.76,1585,2.815,"[3.46, 1.87, 1.29, 0.95, 0.74]",5,0.6,1000,6500,34,170,92
895,0.6644,2.61252,1,0,4.76,1596,2.815,"[3.46, 1.87, 1.29, 0.95, 0.74]",5,0.6,1000,6500,40,200,103
896,0.6644,2.61252,1,0,4.76,1596,2.815,"[3.46, 1.87, 1.29, 0.95, 0.74]",5,0.6,1000,6500,40,200,103
897,0.6644,2.697968,1,0,3.75,1800,2.815,"[4.15, 2.37, 1.56, 1.16, 0.86, 0.69]",6,1.2,1000,6500,58,290,155
898,0.6644,2.801736,1,0,4.76,1624,2.815,"[3.46, 1.87, 1.29, 0.95, 0.74]",5,1,1000,6500,34,170,92
899,0.6644,2.801736,1,0,4.76,1653,2.815,"[3.46, 1.87, 1.29, 0.95, 0.74]",5,0.6,1000,6500,40,200,103
900,0.6644,2.801736,1,0,4.76,1653,2.815,"[3.46, 1.87, 1.29, 0.95, 0.74]",5,0.6,1000,6500,40,200,103
901,0.6644,2.801736,1,0,3.75,1836,2.815,"[4.15, 2.37, 1.56, 1.16, 0.86, 0.69]",6,1,1000,6500,58,290,155
902,0.6941,2.973215,1,0,4.81,1418,2.681,"[3.4, 2.75, 1.77, 0.93, 0.7, 0.76, 0.64]",7,0.2,1000,6500,50,250,110
903,0.6922,2.973215,1,1,4.81,1580,2.631,"[3.4, 2.75, 1.77, 0.93, 0.7, 0.76, 0.64]",7,0.2,1000,6300,64,320,140
904,0.6786,2.79528,1,0,3.09,1437,2.679,"[3.75, 1.95, 1.2, 0.93, 0.77, 0.65]",6,0.2,1000,6300,50,250,110
905,0.6859,2.96075,1,0,4.93,1235,2.673,"[3.73, 2.05, 1.32, 0.97, 0.82]",5,0.8,1000,6500,29.6,148,77
906,0.6859,2.96075,1,1,4.86,1325,2.673,"[4.45, 2.59, 1.74, 1.29, 1.03, 0.81]",6,1,1000,6500,29.6,148,77
907,0.6859,2.96075,1,0,4.5,1165,2.673,"[3.73, 2.05, 1.32, 0.97, 0.82]",5,0.8,1000,6500,31.2,156,84
908,0.6859,2.96075,1,1,4.86,1280,2.673,"[4.45, 2.59, 1.74, 1.29, 1.03, 0.81]",6,1,1000,6300,31.2,156,84
909,0.6859,3.08829,1,0,4.44,1276,2.673,"[3.73, 1.95, 1.32, 0.97, 0.76, 0.64]",6,0.6,1000,6300,41,205,92
910,0.6859,2.933304,1,0,3.09,1275,2.673,"[3.73, 19.47, 1.32, 0.97, 0.76, 0.64]",6,1.2,1000,6500,41,205,92
911,0.6215,2.678364,1,0,4.21,1050,2.589,"[3.73, 2.05, 1.39, 1.03, 0.82]",5,0.8,1000,6500,21,105,55
912,0.6215,2.678364,1,0,4.5,1016,2.589,"[4.09, 2.24, 1.39, 1.03, 0.79]",5,1.2,1000,6500,21.4,107,55
913,0.6215,2.678364,1,0,4.21,1111,2.589,"[3.73, 2.05, 1.39, 1.03, 0.79]",5,0.6,1000,6500,22.4,112,55
914,0.6215,2.678364,1,0,4.21,1170,2.588,"[3.73, 2.05, 1.39, 1.03, 0.82]",5,0.6,1000,6500,25.4,127,64
915,0.6215,2.78727,1,0,4.21,1037,2.589,"[3.73, 1.96, 1.23, 0.9, 0.66]",5,0.6,1000,6500,27,135,66
916,0.5845,2.639359,1,0,3.09,1016,2.589,"[4.09, 2.24, 1.39, 1.03, 0.79]",5,1.2,1000,6500,21.4,107,54
917,0.6215,2.678364,1,0,3.09,1044,2.589,"[4.09, 2.24, 1.39, 1.03, 0.79]",5,1.2,1000,6500,19.4,97,54
918,0.6215,2.639359,1,0,3.09,1082,2.589,"[4.09, 2.24, 1.39, 1.03, 0.79]",5,1.2,1000,6300,19,95,54
919,0.6215,2.76097,1,0,4.93,1089,2.604,"[3.73, 2.24, 1.46, 1.03, 0.74]",5,1.2,1000,6500,19,95,49
920,0.6215,2.770152,1,0,3.87,1152,2.604,"[4.09, 2.41, 1.24, 0.87, 0.67, 0.53]",6,0.6,1000,6300,32,160,67
921,0.6215,2.932776,1,0,4.5,1182,2.604,"[3.91, 2.29, 1.48, 1.03, 0.74, 0.56]",6,0.6,1000,6500,40,200,81
922,0.6345,2.50047,1,0,3.56,1215,2.452,"[3.54, 1.92, 1.32, 1.03, 0.82, 0.68]",6,0.6,1000,6300,48,240,121
923,0.5845,2.420976,1,0,3.44,1045,2.3,"[4.1, 2.16, 1.34, 0.97, 0.77]",5,0.6,1000,6500,29,145,63
924,0.5845,2.420976,1,0,3.82,980,2.3,"[3.91, 2.16, 1.48, 1.12, 0.9]",5,0.6,1000,6000,20.4,102,51
925,0.5845,2.420976,1,0,4.07,1045,2.3,"[3.54, 2.16, 1.48, 1.12, 0.92, 0.77]",6,0.8,1000,6500,26.2,131,74
926,0.5845,2.420976,1,0,3.44,1015,2.3,"[4.1, 2.16, 1.34, 0.97, 0.77]",5,0.6,1000,6500,29,145,63
927,0.5845,2.420976,1,0,3.09,940,2.3,"[3.91, 2.16, 1.48, 1.12, 0.9]",5,0.8,1000,6500,20.4,102,51
928,0.5845,2.420976,1,0,4.07,1005,2.3,"[3.54, 2.16, 1.48, 1.12, 0.92, 0.77]",6,0.6,1000,6500,26.2,131,74
929,0.5845,2.579888,1,0,4.18,1090,2.3,"[3.91, 2.24, 1.52, 1.16, 0.87]",5,0.6,1000,6500,50,250,132
930,0.5845,2.420976,1,0,4.18,1075,2.3,"[3.91, 2.24, 1.52, 1.16, 0.87]",5,0.6,1000,6500,50,250,132
931,0.6215,3.10234,1,0,4.4,1295,2.566,"[4.27, 2.24, 1.52, 1.16, 0.95]",5,1.2,1000,6500,20.4,102,48
932,0.6215,3.10234,1,0,4.5,1305,2.583,"[4.27, 2.16, 1.48, 1.12, 0.92]",5,1.2,1000,6500,23,115,57
933,0.6215,3.10234,1,0,3.87,1360,2.566,"[3.91, 2.16, 1.48, 1.12, 0.92]",5,0.6,1000,6500,29,145,76
934,0.6345,3.38004,1,0,3.09,1490,2.755,"[4.15, 2.12, 1.48, 1.12, 0.9, 0.77]",6,1.2,1000,6500,41.2,206,88
935,0.5782,2.12148,1,0,4.23,715,2.159,"[3.91, 2.06, 1.34, 0.98, 0.84]",5,1.2,1000,6500,13,65,29
936,0.5782,2.12148,1,0,3.87,715,2.159,"[3.91, 2.06, 1.34, 0.98, 0.84]",5,1.2,1000,6500,14.8,74,33
937,0.5462,2.12148,1,0,3.87,715,2.159,"[3.91, 2.06, 1.34, 0.98, 0.84]",5,1.2,1000,6500,14.8,74,33
938,0.5782,2.44706,1,0,3.56,915,2.299,"[3.91, 2.16, 1.48, 1.12, 0.9]",5,0.6,1000,6500,17.6,88,40
939,0.5782,2.44706,1,0,3.44,935,2.299,"[3.91, 2.16, 1.48, 1.12, 0.9]",5,0.6,1000,6500,20.4,102,44
940,0.5782,2.44706,1,0,4.93,1040,2.305,"[3.91, 2.16, 1.34, 0.97, 0.74]",5,1.2,1000,6500,20.4,102,44
941,0.5701,2.548293,1,0,3.87,1050,2.3,"[4.1, 2.16, 1.34, 0.97, 0.77, 3.82]",5,1.2,1000,6000,29,145,63
942,0.5701,2.548293,1,1,5.31,1125,2.3,"[4.1, 2.16, 1.34, 0.97, 0.77, 0.65]",6,0.6,1000,6000,29,145,63
943,0.5831,2.465,1,0,3.94,1004,2.54,"[3.91, 2.24, 1.47, 1.04, 0.85]",5,1.2,1000,6500,21.2,106,51
944,0.5831,2.465,1,0,3.77,993,2.54,"[3.91, 2.27, 1.54, 1.16, 0.89]",5,0.6,1000,6500,24.8,124,55
945,0.5831,2.465,1,0,3.77,1034,2.54,"[3.91, 2.24, 1.54, 1.16, 0.89]",5,0.6,1000,6500,25,125,55
946,0.5831,2.465,1,0,3.73,1124,2.54,"[3.54, 2.24, 1.44, 1.16, 0.88]",5,1.2,1000,6500,27.4,137,76
947,0.5831,2.4565,1,0,3.73,1134,2.54,"[3.54, 2.24, 1.44, 1.16, 0.88]",5,1,1000,6500,25.6,128,66
948,0.6345,2.682624,1,0,3.09,1225,2.636,"[3.91, 2.17, 1.34, 0.97, 0.77, 0.65]",6,0.6,1000,6500,25.4,127,70
949,0.6345,2.682624,1,0,3.09,1315,2.638,"[4.27, 2.24, 1.44, 1.03, 0.77]",5,0.8,1000,6500,38,190,74
950,0.6345,2.713088,1,0,3.09,1345,2.638,"[4.27, 2.24, 1.44, 1.03, 0.77]",5,1,1000,6500,38,190,74
951,0.6345,2.713088,1,0,3.09,1280,2.638,"[3.91, 2.17, 1.34, 0.97, 0.77, 0.65]",6,0.6,1000,6500,25.4,127,70
952,0.6345,3.143476,1,0,4.53,1520,2.824,"[3.45, 1.87, 1.28, 0.95, 0.8]",5,1,1000,6500,29.4,147,73
953,0.6345,3.143476,1,0,4.53,1510,2.824,"[3.45, 1.87, 1.28, 0.95, 0.74]",5,1.2,1000,6500,34,170,89
954,0.6345,3.143476,1,0,4.21,1575,2.824,"[3.42, 1.82, 1.25, 0.97, 0.77]",5,0.6,1000,6500,47,235,108
955,0.6345,3.143476,1,0,4.21,1575,2.824,"[3.42, 1.82, 1.25, 0.97, 0.77]",5,0.6,1000,6500,47,235,108
956,0.6345,3.143476,1,0,4.53,1510,2.824,"[3.45, 1.87, 1.28, 0.95, 0.74]",5,1.2,1000,6500,34,170,89
957,0.6345,3.143476,1,0,4.64,1630,2.824,"[3.25, 1.78, 1.29, 0.9, 0.73]",5,1.2,1000,6500,36,180,97
958,0.6345,3.143476,1,0,3.84,1837,2.823,"[2.72, 1.48, 1.0, 0.72]",4,1.2,1000,6500,57,285,150
959,0.6644,3.263976,1,0,5.58,1736,2.823,"[3.42, 1.79, 1.12, 0.8, 0.65, 0.53]",6,0.6,1000,4800,60,300,88
960,0.6644,3.263976,1,0,4.18,1863,2.823,"[3.42, 1.78, 1.12, 0.8, 0.65, 0.53]",6,0.6,1000,4800,74,370,125
961,0.6644,3.263976,1,0,3.53,1863,2.823,"[3.91, 2.23, 1.47, 1.09, 0.81, 0.65]",6,0.8,1000,4800,74,370,125
962,0.576,2.25153,1,0,4.19,1109,2.446,"[3.15, 1.93, 1.38, 1.03, 0.76]",5,0.8,1000,6500,24.6,123,66
963,0.576,2.25153,1,0,3.82,1113,2.446,"[3.15, 1.93, 1.41, 1.11, 0.88]",5,0.6,1000,6500,31.4,157,92
964,0.7335,2.737425,0,0,4.44,1785,3,"[4.25, 2.36, 1.43, 1.0, 0.83]",5,1.2,1000,6500,53.2,266,80
965,0.7335,2.737425,0,0,4.44,1795,3,"[4.25, 2.36, 1.43, 1.0, 0.83]",5,1.2,1000,6500,53.2,266,80
966,0.7634,3.0625,0,0,3.91,1525,2.985,"[4.25, 2.36, 1.43, 1.0, 0.83]",5,1.2,1000,4500,39,195,62
967,0.7763,3.18041,0,0,3.73,1845,3,"[3.9, 2.25, 1.49, 1.0, 0.8]",5,1.2,1000,4500,66,330,105
968,0.7763,3.18041,0,0,3.73,1770,3,"[3.9, 2.25, 1.49, 1.0, 0.8]",5,1.2,1000,4500,66,330,105
969,0.7763,3.18041,0,0,3.73,1845,3,"[3.9, 2.25, 1.49, 1.0, 0.8]",5,1.2,1000,4500,66,330,105
970,0.7763,3.14792,0,0,3.73,1800,3,"[3.22, 2.29, 1.55, 1.0, 0.71]",5,1.2,1000,4500,76,380,115
971,0.7763,3.599804,1,1,4.27,2478,3.27,"[4.71, 3.0, 2.15, 1.77, 1.52, 1.27, 1.0, 0.85, 0.69, 0.64]",10,0.35,1000,6500,98.2,491,215
972,0.6729,3.36906,1,0,3.07,1605,3.062,"[4.58, 2.96, 1.91, 1.45, 1.0, 0.75]",6,0.8,1000,6300,48,240,110
973,0.6729,3.36906,1,0,4.27,1495,2.662,"[3.73, 1.86, 1.12, 0.78, 0.84, 0.68]",6,0.8,1000,6300,34,170,74
974,0.6729,3.36906,1,0,3.09,1542,2.755,"[3.58, 1.95, 1.19, 0.83, 0.94, 0.76]",6,0.35,1000,6300,44,220,84
975,0.6345,3.410576,1,0,4.06,1260,2.489,"[3.58, 1.93, 1.28, 0.95, 0.76]",5,0.8,1000,6000,34,170,74
976,0.6345,3.2706,1,0,4.27,1448,2.692,"[3.73, 2.05, 1.36, 1.03, 0.82, 0.69]",6,1.2,1000,6000,40,200,92
977,0.615,2.808604,1,0,4.06,1279,2.489,"[3.58, 1.93, 1.28, 0.95, 0.76]",5,1.2,1000,6000,34,170,74
978,0.615,2.808604,1,0,4.06,1279,2.489,"[3.58, 1.93, 1.28, 0.95, 0.76]",5,1,1000,6000,40,200,88
979,0.6319,2.847,1,0,4.06,1334,2.64,"[3.58, 2.04, 1.41, 1.11, 0.88]",5,1,1000,6500,30,150,74
980,0.6319,2.847,1,0,4.07,1385,2.648,"[3.73, 2.05, 1.36, 1.03, 0.82, 0.69]",6,0.6,1000,6500,48,240,110
981,0.6319,2.972328,1,0,4.06,1375,2.64,"[3.58, 2.04, 1.41, 1.11, 0.88]",5,0.6,1000,6300,33,165,92
982,0.6319,2.972328,1,0,4.06,1375,2.64,"[3.58, 2.04, 1.41, 1.11, 0.88]",5,0.6,1000,6300,33,165,92
983,0.6319,2.94308,1,0,4.27,1473,2.648,"[3.73, 2.05, 1.36, 1.03, 0.82, 0.69]",6,0.6,1000,6000,34,170,74
984,0.6319,2.94308,1,0,3.09,1391,2.648,"[3.73, 2.05, 1.36, 1.03, 0.82, 0.69]",6,0.8,1000,6000,34,170,92
985,0.6319,2.94308,1,0,4.07,1394,2.648,"[3.73, 2.05, 1.36, 1.03, 0.82, 0.69]",6,0.6,1000,6000,48,240,110
986,0.6429,2.39588,1,0,3.82,1391,2.704,"[3.42, 2.14, 1.48, 1.11, 0.85]",5,0.6,1000,6500,35.6,178,96
987,0.6429,2.39588,1,0,3.82,1466,2.704,"[3.42, 2.14, 1.48, 1.11, 0.85]",5,0.6,1000,6500,44,220,125
988,0.6429,2.39588,1,0,3.82,1391,2.704,"[3.42, 2.14, 1.48, 1.11, 0.85]",5,0.6,1000,6500,35.6,178,96
989,0.6524,2.917545,1,0,4.59,1349,2.519,"[3.42, 1.96, 1.28, 0.94, 0.76, 0.63]",6,0.6,1000,6000,34,170,74
990,0.6524,2.846945,1,0,4.56,1314,2.519,"[3.85, 2.04, 1.28, 0.95, 0.76]",5,1,1000,6000,28,140,82
991,0.753,3.375928,1,1,3.09,2048,2.848,"[3.58, 1.86, 1.16, 0.82, 0.89, 0.74]",6,1.2,1000,4800,80,400,140
992,0.753,3.250608,1,1,3.09,1912,2.848,"[3.58, 1.86, 1.16, 0.82, 0.89, 0.74]",6,0.8,1000,4800,80,400,132
993,0.753,3.375928,1,1,3.09,1949,2.848,"[3.58, 1.95, 1.19, 0.83, 0.94, 0.76]",6,1.2,1000,4800,90,450,154
994,0.6314,2.332008,0,0,4.38,1180,2.53,"[2.69, 1.82, 1.32, 1.04, 0.79]",5,0.2,1000,6500,56,280,184
995,0.5776,2.37726,1,0,3.82,1050,2.525,"[3.15, 1.91, 1.28, 0.95, 0.76]",5,1.2,1000,6500,27.6,138,77
996,0.5776,2.333268,1,0,3.82,1175,2.525,"[3.15, 1.91, 1.28, 0.95, 0.76]",5,1.2,1000,6500,26.8,134,66
997,0.5776,2.37726,1,0,3.82,1110,2.525,"[3.15, 1.91, 1.28, 0.95, 0.76]",5,0.6,1000,6500,30.6,153,77
998,0.5961,2.36093,1,0,4.06,1025,2.525,"[3.15, 1.91, 1.28, 0.95, 0.76]",5,1.2,1000,6500,20.2,101,44
999,0.5961,2.36093,1,0,4.06,1065,2.525,"[3.58, 2.04, 1.32, 0.95, 0.76]",5,1.2,1000,6500,20.6,103,52
1000,0.5961,2.36093,1,0,3.82,1110,2.525,"[3.15, 1.91, 1.28, 0.95, 0.76]",5,0.8,1000,6500,30.6,153,77
1001,0.5831,2.3829,1,0,4.06,1060,2.525,"[3.15, 1.91, 1.28, 0.95, 0.76]",5,1.2,1000,6500,20.2,101,44
1002,0.5831,2.3829,1,0,4.06,1095,2.525,"[3.58, 2.04, 1.32, 0.95, 0.76]",5,1.2,1000,6500,20.6,103,52
1003,0.5831,2.3829,1,0,3.82,1135,2.525,"[3.15, 1.91, 1.28, 0.95, 0.76]",5,1.2,1000,6500,26.8,134,66
1004,0.5831,2.3829,1,0,3.82,1140,2.525,"[3.15, 1.91, 1.28, 0.95, 0.76]",5,0.8,1000,6500,30.6,153,77
1005,0.5831,2.3829,1,0,3.82,1110,2.525,"[3.15, 1.91, 1.28, 0.95, 0.76]",5,0.8,1000,6500,30.6,153,77
1006,0.5961,2.3477,1,0,3.82,1185,2.525,"[3.58, 1.93, 1.28, 0.95, 0.76]",5,0.8,1000,6500,26,130,66
1007,0.5961,2.3477,1,0,3.82,1205,2.525,"[3.15, 1.91, 1.28, 0.95, 0.76]",5,0.6,1000,6500,30.6,153,77
1008,0.5961,2.3477,1,0,3.82,1190,2.525,"[3.15, 1.91, 1.28, 0.95, 0.76]",5,0.8,1000,6500,32,160,85
1009,0.5961,2.3477,1,0,3.82,1165,2.525,"[3.58, 1.93, 1.28, 0.95, 0.76, 3.48]",5,1.2,1000,6500,26,130,66
1010,0.5831,2.36093,1,0,4.06,1065,2.525,"[3.58, 2.04, 1.32, 0.95, 0.76]",5,1.2,1000,6500,21.2,106,54
1011,0.5831,2.36093,1,0,4.06,1000,2.525,"[3.15, 1.91, 1.28, 0.95, 0.76]",5,1.2,1000,6500,20.2,101,44
1012,0.5831,2.36093,1,0,3.82,1100,2.525,"[3.58, 1.93, 1.28, 0.95, 0.76]",5,0.8,1000,6500,26,130,66
1013,0.5831,2.364018,1,0,3.82,1080,2.525,"[3.58, 1.93, 1.28, 0.95, 0.76]",5,1,1000,6500,26,130,66
1014,0.5831,2.4072,1,0,4.06,1055,2.525,"[3.15, 1.91, 1.28, 0.95, 0.76]",5,1.2,1000,6500,20.2,101,44
1015,0.5831,2.4072,1,0,4.06,1095,2.525,"[3.58, 2.04, 1.32, 0.95, 0.76]",5,1.2,1000,6500,21.2,106,54
1016,0.5831,2.4072,1,0,3.82,1135,2.525,"[3.15, 1.91, 1.28, 0.95, 0.76]",5,1.2,1000,6500,26,130,66
1017,0.603,2.57656,1,0,4.25,1134,2.486,"[3.58, 1.93, 1.28, 0.95, 0.76]",5,1.2,1000,6500,22,110,55
1018,0.603,2.57656,1,0,4.25,1156,2.486,"[3.58, 1.93, 1.28, 0.95, 0.76]",5,1,1000,6500,24.8,124,59
1019,0.603,2.57656,1,0,4.25,1141,2.486,"[3.15, 1.93, 1.28, 0.95, 0.76]",5,1.2,1000,6500,24.8,124,59
1020,0.639,3.1313,1,0,4.53,1665,2.835,"[3.58, 2.05, 1.34, 0.97, 0.8]",5,0.6,1000,6500,34,170,85
1021,0.639,3.1313,1,0,4.24,1695,2.835,"[2.71, 1.44, 1.0, 0.74]",4,1.2,1000,6500,34,170,85
1022,0.639,3.1313,1,0,4.24,1695,2.835,"[2.71, 1.44, 1.0, 0.74]",4,1.2,1000,6500,34,170,85
1023,0.639,3.1313,1,0,4.24,1724,2.835,"[3.58, 2.05, 1.34, 0.97, 0.81]",5,1,1000,6500,40.6,203,107
1024,0.639,3.1313,1,0,4.23,1669,2.835,"[3.67, 2.05, 1.35, 0.97, 0.81]",5,1.2,1000,6500,40,200,103
1025,0.6644,3.323376,1,0,4.07,1697,2.85,"[3.8, 2.14, 1.48, 1.11, 0.9]",5,0.6,1000,6300,38,190,107
1026,0.6644,3.323376,1,0,2.68,1727,2.85,"[3.82, 2.15, 1.41, 1.03, 1.19, 0.97]",6,0.6,1000,6300,60,300,149
1027,0.6644,3.323376,1,0,4.07,1697,2.85,"[3.8, 2.14, 1.48, 1.11, 0.9]",5,0.6,1000,6500,38,190,107
1028,0.6644,3.312072,1,0,3.75,1734,2.85,"[4.15, 2.37, 1.56, 1.16, 0.86, 0.69]",6,1.2,1000,6500,41.6,208,118
1029,0.6903,3.347252,1,0,3.09,1708,2.849,"[3.82, 2.15, 1.42, 1.03, 0.82, 0.69]",6,0.6,1000,6300,48,240,118
1030,0.6903,3.347252,1,0,3.09,1708,2.849,"[3.82, 2.15, 1.42, 1.03, 0.82, 0.69]",6,1,1000,6300,48.4,242,121
1031,0.6687,2.197125,0,0,3.36,1595,2.71,"[2.61, 1.71, 1.23, 0.94, 0.77, 0.63]",6,0.1,1000,6500,154.8,774,404
1032,0.5845,2.253218,1,0,4.06,1136,2.45,"[3.58, 2.04, 1.41, 1.11, 0.88]",5,1.2,1000,6500,27,135,70
1033,0.5317,2.266737,1,0,3.59,946,2.448,"[3.15, 1.93, 1.28, 0.95, 0.76]",5,1.2,1000,6500,19.4,97,37
1034,0.5831,2.35504,1,0,4.06,1019,2.447,"[3.58, 2.04, 1.41, 1.11, 0.88]",5,1.2,1000,6500,27,135,70
1035,0.5831,2.496948,1,0,3.44,940,2.3,"[3.91, 2.16, 1.48, 1.12, 0.9]",5,0.8,1000,6500,20.4,102,51
1036,0.5831,2.496948,1,0,3.44,940,2.3,"[3.91, 2.16, 1.48, 1.12, 0.9]",5,1,1000,6500,20.4,102,51
1037,0.6859,3.21565,0,0,4.63,1760,2.65,"[3.59, 2.25, 1.42, 1.0, 0.82]",5,1.2,1000,6500,38.2,191,87
1038,0.6859,3.23025,1,0,4.59,1515,2.62,"[3.67, 2.06, 1.31, 1.03, 0.84]",5,0.6,1000,6500,35,175,91
1039,0.6345,2.493424,1,0,4.06,1315,2.704,"[3.42, 2.14, 1.45, 1.03, 0.77]",5,0.8,1000,6500,28.4,142,70
1040,0.6345,2.493424,1,0,4.06,1240,2.704,"[3.42, 2.14, 1.45, 1.03, 0.77]",5,1.2,1000,6500,27,135,65
1041,0.6345,2.493424,1,0,4.06,1215,2.704,"[3.42, 2.14, 1.45, 1.03, 0.77]",5,1.2,1000,6500,27.6,138,66
1042,0.615,2.497572,1,0,3.84,1315,2.704,"[3.42, 2.14, 1.45, 1.03, 0.77]",5,0.6,1000,6500,31.6,158,85
1043,0.615,2.485329,1,0,4.06,1240,2.704,"[3.42, 2.14, 1.45, 1.03, 0.77]",5,0.8,1000,6500,31.6,158,82
1044,0.6345,2.59148,1,0,4.06,1364,2.704,"[3.42, 2.14, 1.45, 1.03, 0.77]",5,0.8,1000,6500,28.4,142,70
1045,0.6345,2.59148,1,0,4.06,1295,2.704,"[3.42, 2.14, 1.45, 1.03, 0.77]",5,1.2,1000,6500,27,135,65
1046,0.615,2.522058,1,0,4.06,1295,2.704,"[3.42, 2.14, 1.45, 1.03, 0.77]",5,0.8,1000,6500,31.6,158,82
1047,0.6345,2.589348,1,0,3.82,1374,2.754,"[3.67, 2.14, 1.45, 1.03, 0.81]",5,0.6,1000,6500,33,165,81
1048,0.6345,2.589348,1,0,3.82,1373,2.754,"[3.67, 2.14, 1.45, 1.03, 0.81]",5,0.6,1000,6500,34,170,92
1049,0.6345,2.589348,1,0,4.06,1376,2.754,"[3.42, 2.14, 1.45, 1.03, 0.81]",5,0.6,1000,6500,38,190,107
1050,0.6319,2.589348,1,0,3.82,1468,2.754,"[3.42, 2.14, 1.45, 1.03, 0.77]",5,0.6,1000,6500,44,220,125
1051,0.6345,2.589348,1,0,4.36,1395,2.754,"[3.23, 2.05, 1.42, 1.03, 0.79, 0.62]",6,0.6,1000,6500,35,175,96
1052,0.6345,2.611092,1,0,3.82,1432,2.754,"[3.67, 2.14, 1.45, 1.03, 0.81]",5,0.6,1000,6500,33,165,81
1053,0.6345,2.611092,1,0,4.36,1469,2.754,"[3.23, 2.05, 1.42, 1.03, 0.79, 0.62]",6,0.6,1000,6500,35,175,96
1054,0.6319,2.585724,1,0,3.82,1518,2.754,"[3.42, 2.14, 1.45, 1.03, 0.77]",5,0.6,1000,6500,44,220,125
1055,0.6319,2.829,1,0,4.07,1477,2.85,"[3.67, 2.14, 1.48, 1.11, 0.85]",5,0.6,1000,6500,37,185,107
1056,0.6319,2.829,1,0,4.07,1477,2.85,"[3.67, 2.14, 1.48, 1.11, 0.85]",5,0.6,1000,6500,38,190,107
1057,0.6319,2.829,1,0,4,1567,2.85,"[3.39, 1.91, 1.27, 0.95, 0.78, 0.65]",6,0.6,1000,6500,64,320,162
1058,0.6644,2.829,1,0,4.07,1498,2.85,"[3.73, 2.05, 1.36, 1.03, 0.82, 0.69]",6,0.6,1000,6300,48,240,118
1059,0.6644,2.829,1,0,4.06,1435,2.85,"[3.58, 2.04, 1.41, 1.11, 0.88]",5,0.8,1000,6300,32,160,81
1060,0.6644,2.851632,1,0,4.07,1501,2.85,"[3.73, 2.05, 1.36, 1.03, 0.82, 0.69]",6,0.6,1000,6300,48,240,118
1061,0.6644,2.851632,1,0,4.07,1435,2.85,"[3.54, 2.04, 1.41, 1.11, 0.88]",5,1,1000,6300,31.8,159,88
1062,0.6644,2.744664,1,0,3.07,1562,2.85,"[4.58, 2.96, 1.91, 1.45, 1.0, 0.75]",6,0.8,1000,6500,69,345,149
1063,0.6644,2.744664,1,0,3.21,1562,2.85,"[4.58, 2.96, 1.91, 1.45, 1.0, 0.75]",6,0.35,1000,6500,69,345,177
1064,0.6644,2.744664,1,0,4.27,1455,2.85,"[3.73, 2.05, 1.36, 1.03, 0.82, 0.69]",6,0.8,1000,6500,34,170,92
1065,0.6644,2.744664,1,0,4.07,1484,2.85,"[3.73, 2.05, 1.26, 0.92, 0.74, 0.62]",6,0.6,1000,6000,48,240,118
1066,0.6644,2.779852,1,0,4.27,1476,2.85,"[3.73, 2.05, 1.36, 1.03, 0.82, 0.69]",6,0.6,1000,6000,34,170,92
1067,0.6644,2.779852,1,0,4.07,1607,2.85,"[3.73, 2.05, 1.26, 0.92, 0.74, 0.62]",6,0.6,1000,6000,48.4,242,121
1068,0.6644,2.779852,1,0,3.09,1584,2.85,"[4.58, 2.96, 1.91, 1.45, 1.0, 0.75]",6,0.8,1000,6300,69,345,149
1069,0.5752,2.2878,1,0,3.59,935,2.4,"[3.58, 1.91, 1.28, 0.95, 0.76]",5,1.2,1000,6500,22,110,44
1070,0.5831,2.36093,1,0,4.06,1065,2.525,"[3.58, 2.04, 1.32, 0.95, 0.76]",5,1.2,1000,6500,20.6,103,52
