RUN_ID,d_wheel,A_front,HM_VA,AWD,iAG,m_curb,Wheelbase,i_ges_P4,Gear_Ratio,No_Gears,shiftDelay,P0,P2,P3,P4,P4_DM,n_ICE_idle,n_ICE_max,tq_ICE_idle,tq_ICE_max,Pwr_ICE_max_kW,tq_P0_max,Pwr_P0_max_kW,n_P0_max,Pwr_P0_nmax_red_perc,tq_P2_max,Pwr_P2_max_kW,n_P2_max,Pwr_P2_nmax_red_perc,tq_P3_max,Pwr_P3_max_kW,n_P3_max,Pwr_P3_nmax_red_perc,tq_P4_max,Pwr_P4_max_kW,n_P4_max,Pwr_P4_nmax_red_perc
532,0.62,2.50393,1,1,3.8,1938,2.941,0,"[5.06, 3.07, 2.05, 1.52, 1.26, 1.0, 0.79, 0.66]",8,0.6,1,0,0,0,0,750,6500,84,420,220,40,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
533,0.62,2.515532,1,1,3.8,1930,2.941,0,"[5.06, 3.07, 2.05, 1.52, 1.26, 1.0, 0.79, 0.66]",8,0.6,1,0,0,0,0,750,6500,70,350,184,40,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
534,0.62,2.515532,1,1,3.8,1925,2.941,0,"[5.06, 3.07, 2.05, 1.52, 1.26, 1.0, 0.79, 0.66]",8,0.6,1,0,0,0,0,750,6500,70,350,184,50,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
535,0.62,2.515532,1,0,4,2120,3.124,0,"[3.5, 2.77, 1.85, 1.02, 1.02, 0.84]",6,0.6,0,1,0,0,0,750,6500,50,250,110,0,0,0,0,330,80,10000,0.04,0,0,0,0,0,0,0,0
536,0.62,2.515532,1,0,4,2142,3.124,0,"[3.5, 2.77, 1.85, 1.02, 1.02, 0.84]",6,0.35,0,1,0,0,0,750,6500,50,250,110,0,0,0,0,330,80,10000,0.04,0,0,0,0,0,0,0,0
537,0.62,2.506662,1,0,4,1302,2.619,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.6,1,0,0,0,0,750,6500,40,200,81,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
538,0.62,2.506662,1,0,4,1332,2.62,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,1.2,1,0,0,0,0,750,6500,44,220,110,55,14,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
539,0.62,2.506662,1,0,4,1360,2.669,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.6,1,0,0,0,0,750,6500,40,200,81,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
540,0.62,2.506662,1,0,4,1400,2.669,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,1.2,1,0,0,0,0,750,6500,44,220,110,55,14,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
541,0.62,2.506662,1,0,4,1573,2.837,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.6,1,0,0,0,0,750,6500,50,250,110,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
542,0.62,2.515532,1,0,4,1465,2.629,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.35,1,0,0,0,0,750,6500,44,220,85,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
543,0.62,2.556,1,0,4,1682,2.788,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.6,1,0,0,0,0,750,6500,50,250,110,250,14,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
544,0.62,2.556,1,0,4,1948,2.789,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,50,250,130,400,85,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
545,0.62,2.556,1,0,4,1811,2.678,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.2,0,1,0,0,0,750,6500,50,250,110,0,0,0,0,400,85,10000,0.04,0,0,0,0,0,0,0,0
546,0.62,2.556,1,0,4,1599,2.676,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.35,1,0,0,0,0,750,6500,44,220,96,55,14,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
547,0.62,2.515532,0,0,4,870,2.224,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,1.2,1,0,0,0,0,750,6500,24,120,35,140,20,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
548,0.62,2.515532,1,1,3.8,2335,2.91,3.8,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.1,0,1,0,1,0,750,6500,64,320,150,0,0,0,0,264,80,10000,0.04,0,0,0,0,232,50,15000,0.04
549,0.62,2.580552,1,0,4,1737,2.73,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.35,1,0,0,0,0,750,6500,50,250,118,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
